"businessLegalName","doingBusinessAsName","businessAddressText","streetAddressText","cityName","stateCode","zipCode","sectionCodeList"
"J & G CONTRACTORS INC","","","","","","","64: Contractors"
"J & G ELECTRIC CO INC","","PO BOX 7874 GAITHERSBURG MD 20898-7874","PO BOX 7874","GAITHERSBURG","MD","20898-7874","64: Contractors"
"J & J 2000 INC","","27 W KING ST LITTLESTOWN PA 17340-1403","27 W KING ST","LITTLESTOWN","PA","17340-1403","64: Contractors"
"J & J CONSTRUCTION HOME IMPROVEMENT INC","J & J CONSTRUCTION INC","4604 JOHN HANCOCK CT # 101 ANNANDALE VA 22003-4992","4604 JOHN HANCOCK CT","ANNANDALE","VA","22003-4992","64: Contractors"
"J & J CUSTOM HARDWOOD FLOORS CORP","","13513 ZACHARY TAYLOR CT MANASSAS VA 20112-5560","13513 ZACHARY TAYLOR CT","MANASSAS","VA","20112-5560","64: Contractors"
"J & J IRON WORKS INC","J & J IRON WORKS","5838 KIRBY RD CLINTON MD 20735-1362","5838 KIRBY RD","CLINTON","MD","20735-1362","64: Contractors"
"J & J MECHANICAL INC","","1206 BELMAR DR BELCAMP MD 21017-1205","1206 BELMAR DR","BELCAMP","MD","21017-1205","64: Contractors"
"J & JWS LLC","UPTOWN CAFE","2000 15TH ST N # G3 ARLINGTON VA 22201-2627","2000 15TH ST N","ARLINGTON","VA","22201-2627","611: Restaurant"
"J & K CLEANERS INC","COURTHOUSE CLEANERS","2300 CLARENDON BLVD # E ARLINGTON VA 22201-3398","2300 CLARENDON BLVD","ARLINGTON","VA","22201-3398","59: Business Services"
"J & K CONTRACTING INC","","8900 EDGEWORTH DR # R CAPITOL HEIGHTS MD 20743-3734","8900 EDGEWORTH DR","CAPITOL HEIGHTS","MD","20743-3734","64: Contractors"
"J & M SERVICES INC","","12055 TECH RD # B SILVER SPRING MD 20904-7833","12055 TECH RD","SILVER SPRING","MD","20904-7833","64: Contractors"
"J & P HEATING & AIR CONDITIONING INC","J & P HEATING & AIR COND","8043 PENN RANDALL PL # B UPPER MARLBORO MD 20772-2651","8043 PENN RANDALL PL","UPPER MARLBORO","MD","20772-2651","64: Contractors"
"J & P PAPADOPOULOS FAMILY LP","SOUTH BALLSTON APARTMENTS","522 N PIEDMONT ST ARLINGTON VA 22203-2259","522 N PIEDMONT ST","ARLINGTON","VA","22203-2259","591: Parking Garages/Lots"
"J & R ROOFING CO INC","J & R ROOFING COMPANY INC","8592 OLD DORSEY RUN RD JESSUP MD 20794-9419","8592 OLD DORSEY RUN RD","JESSUP","MD","20794-9419","64: Contractors"
"J & S ELECTRIC","","7208 CHESTNUT ST CHEVY CHASE MD 20815-4052","7208 CHESTNUT ST","CHEVY CHASE","MD","20815-4052","64: Contractors"
"J & T HOME DESIGN LLC","","","","","","","64: Contractors"
"J & W CAULKING APPLICATORS INC","","154 ENTERPRISE DR NEW OXFORD PA 17350-9252","154 ENTERPRISE DR","NEW OXFORD","PA","17350-9252","64: Contractors"
"J & YOU INC","THE UPS STORE CENTER #657","2200 WILSON BLVD # 102 ARLINGTON VA 22201-3324","2200 WILSON BLVD","ARLINGTON","VA","22201-3324","58: Personal Services"
"J A HAYES WOODSHOP LLC","","10412 RODNEY ST PINEVILLE NC 28134-8832","10412 RODNEY ST","PINEVILLE","NC","28134-8832","64: Contractors"
"J A K ENTERPRISES INC","SUBURBAN BUILDERS","731 WALKER RD # G1 GREAT FALLS VA 22066-2834","731 WALKER RD","GREAT FALLS","VA","22066-2834","64: Contractors, 81A: Builders/Developers"
"J A M A INC","","7208 POPLAR ST ANNANDALE VA 22003-3009","7208 POPLAR ST","ANNANDALE","VA","22003-3009","64: Contractors"
"J A R G HOME IMPROVEMENT CONTRACTING LLC","","1520 MONROE DR # 6 WOODBRIDGE VA 22191-1140","1520 MONROE DR","WOODBRIDGE","VA","22191-1140","64: Contractors"
"J A SCHEIBEL INC","SCHEIBEL CONSTRUCTION","115 PROSPECT DR HUNTINGTOWN MD 20639-3402","115 PROSPECT DR","HUNTINGTOWN","MD","20639-3402","64: Contractors"
"J A SKILLMAN COMPANY INC","","11407 FREDERICK AVE BELTSVILLE MD 20705-2007","11407 FREDERICK AVE","BELTSVILLE","MD","20705-2007","64: Contractors"
"J A WALDER INC","","PO BOX 2047 ASHLAND VA 23005-5047","PO BOX 2047","ASHLAND","VA","23005-5047","64: Contractors"
"J ALLEN SMITH DESIGN BUILD LLC","","10087 TYLER CT # 16 IJAMSVILLE MD 21754-8747","10087 TYLER CT","IJAMSVILLE","MD","21754-8747","64: Contractors"
"J B ARLINGTON GROUP LLC","KELLER WILLIAMS REALTY","2101 WILSON BLVD # 100 ARLINGTON VA 22201-3062","2101 WILSON BLVD","ARLINGTON","VA","22201-3062","571B: Real Estate Broker"
"J B D OF ARLINGTON INC","","3237 WILSON BLVD ARLINGTON VA 22201-4407","3237 WILSON BLVD","ARLINGTON","VA","22201-4407","71B: Renting Commercial Real Estate"
"J B HAYES MECHANICAL CONTRACTORS","","4 NEWPORT DR # I FOREST HILL MD 21050-1647","4 NEWPORT DR","FOREST HILL","MD","21050-1647","64: Contractors"
"J BAR INC","DUNKIN DONUTS","1687 CRYSTAL SQUARE ARC ARLINGTON VA 22202-3322","1687 CRYSTAL SQUARE ARC","ARLINGTON","VA","22202-3322","611: Restaurant"
"J BUCKLEY & ASSOC INC","","9300 OLD KEENE MILL RD # F BURKE VA 22015-4277","9300 OLD KEENE MILL RD","BURKE","VA","22015-4277","64: Contractors"
"J C A CONSTRUCTION INC","","13650 INDEPENDENCE RIDGE PL NOKESVILLE VA 20181-3251","13650 INDEPENDENCE RIDGE PL","NOKESVILLE","VA","20181-3251","64: Contractors"
"J C CONTRACTOR LLC","","7213 MICHAEL PL FALLS CHURCH VA 22046-3728","7213 MICHAEL PL","FALLS CHURCH","VA","22046-3728","64: Contractors"
"J C M ASSOCIATES INC","","301 PRINCE GEORGES BLVD # C UPPER MARLBORO MD 20774-7401","301 PRINCE GEORGES BLVD","UPPER MARLBORO","MD","20774-7401","64: Contractors"
"J CHENG LAW OFFICE PLLC","","4001 9TH ST N # 222 ARLINGTON VA 22203-1955","4001 9TH ST N","ARLINGTON","VA","22203-1955","57A: Professional"
"J CROWDER CORP","CROWDER ELECTRIC","13455 SUNRISE VALLEY DR # 100 HERNDON VA 20171-3297","13455 SUNRISE VALLEY DR","HERNDON","VA","20171-3297","64: Contractors"
"J D FRAMING CONSTRUCTION LLC","","17476 ISLE ROYALE TER DUMFRIES VA 22025-1936","17476 ISLE ROYALE TER","DUMFRIES","VA","22025-1936","64: Contractors"
"J D ROY EXCAVATING INC","","","","","","","64: Contractors"
"J D WANG LLC","","1700 ARMY NAVY DR ARLINGTON VA 22202-1640","1700 ARMY NAVY DR","ARLINGTON","VA","22202-1640","61: Retail Merchant"
"J E AUSTIN ASSOCIATES INC","","1621 N KENT ST # 601 ARLINGTON VA 22209-2132","1621 N KENT ST","ARLINGTON","VA","22209-2132","57B: Specialized"
"J E MILLER CONSTRUCTION INC T/A MILLER & ASSOCIATES","MILLER & ASSOCIATES","6274 BEVERLYS MILL RD BROAD RUN VA 20137-2144","6274 BEVERLYS MILL RD","BROAD RUN","VA","20137-2144","64: Contractors"
"J E RICHARDS ELECTRIC INC","","10401 TUCKER ST BELTSVILLE MD 20705-2202","10401 TUCKER ST","BELTSVILLE","MD","20705-2202","64: Contractors"
"J F LEHMAN & COMPANY INC","","2001 JEFFERSON DAVIS HWY # 607 ARLINGTON VA 22202-3610","2001 JEFFERSON DAVIS HWY","ARLINGTON","VA","22202-3610","57B: Specialized"
"J G MILLER INC","","PO BOX 220181 CHANTILLY VA 20153-0181","PO BOX 220181","CHANTILLY","VA","20153-0181","64: Contractors"
"J J & J REAL ESTATE LLC","","5531 LEE HWY ARLINGTON VA 22207-1613","5531 LEE HWY","ARLINGTON","VA","22207-1613","71B: Renting Commercial Real Estate"
"J J CASH CORPORATION","","4710 COLUMBIA PIKE ARLINGTON VA 22204-3009","4710 COLUMBIA PIKE","ARLINGTON","VA","22204-3009","57B: Specialized, 83: Money Lenders"
"J K TILE COMPANY INC","","3828 WEST ST LANDOVER MD 20785-2328","3828 WEST ST","LANDOVER","MD","20785-2328","64: Contractors"
"J KEEN CONSTRUCTION LLC","","153 MAYO RD # 203 EDGEWATER MD 21037-1898","153 MAYO RD","EDGEWATER","MD","21037-1898","64: Contractors"
"J KITTELBERGER & SONS INC","","8210A CINDER BED RD LORTON VA 22079-1102","8210A CINDER BED RD","LORTON","VA","22079-1102","64: Contractors"
"J L ALBRITTAIN INC","","1019 N NELSON ST ARLINGTON VA 22201-4510","1019 N NELSON ST","ARLINGTON","VA","22201-4510","64: Contractors"
"J L RENSHAW INC","","1419 ASHTON RD ASHTON MD 20861-3329","1419 ASHTON RD","ASHTON","MD","20861-3329","64: Contractors"
"J L TIPPETT CONSTRUCTION CO INC","","21 GRISWOLD CT STERLING VA 20165-6212","21 GRISWOLD CT","STERLING","VA","20165-6212","64: Contractors"
"J L TREE SERVICE INC","J L TREE SERVICES INC","PO BOX 2366 FAIRFAX VA 22031-0366","PO BOX 2366","FAIRFAX","VA","22031-0366","64: Contractors"
"J M C BUSINESS SYSTEMS INC","","PO BOX 5139 SPRINGFIELD VA 22150-5139","PO BOX 5139","SPRINGFIELD","VA","22150-5139","64: Contractors"
"J M HOLLISTER LLC","HOLLISTER CO #30658","1100 S HAYES ST ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","61: Retail Merchant"
"J M HUEY COMPANY","","PO BOX 295 NOKESVILLE VA 20182-0295","PO BOX 295","NOKESVILLE","VA","20182-0295","64: Contractors"
"J MARSHALL CATOE","","PO BOX 234 SOPCHOPPY FL 32358-0234","PO BOX 234","SOPCHOPPY","FL","32358-0234","71A: Renting Residential Property"
"J MARTIN PROPERTIES LLC","","4810 HOLMES FARM CT MARIETTA GA 30066-1552","4810 HOLMES FARM CT","MARIETTA","GA","30066-1552","71A: Renting Residential Property"
"J MILES CONSTRUCTION SERVICES LLC","","","","","","","64: Contractors"
"J N A CONNECTION INC","JNA CONNECTION","PENTAGON ARLINGTON VA","PENTAGON","ARLINGTON","VA","","61: Retail Merchant"
"J P & SAM EXTERIORS","","","","","","","64: Contractors"
"J P CONSTRUCTION","","14721 INDUSTRY CT WOODBRIDGE VA 22191-3125","14721 INDUSTRY CT","WOODBRIDGE","VA","22191-3125","64: Contractors"
"J P PHILLIPS INC","","100 RYAN CT # 23 PITTSBURGH PA 15205-1324","100 RYAN CT","PITTSBURGH","PA","15205-1324","64: Contractors"
"J R JOHNSON INC","","8405 ZUG RD BOWIE MD 20715-4508","8405 ZUG RD","BOWIE","MD","20715-4508","58: Personal Services"
"J ROBERTS INC","","14714 OLD LEE RD CHANTILLY VA 20151-1701","14714 OLD LEE RD","CHANTILLY","VA","20151-1701","64: Contractors"
"J S HELD LLC","","1300 17TH ST N ARLINGTON VA 22209-3811","1300 17TH ST N","ARLINGTON","VA","22209-3811","57B: Specialized"
"J S PAPER ELECTRIC INC","","","","","","","64: Contractors"
"J T B ENTERPRISES LLC","BRICK'S PIZZA","4809 1ST ST N ARLINGTON VA 22203-2603","4809 1ST ST N","ARLINGTON","VA","22203-2603","611: Restaurant"
"J T CARPENTRY INC","","PO BOX 7614 ARLINGTON VA 22207-0614","PO BOX 7614","ARLINGTON","VA","22207-0614","64: Contractors"
"J THOMAS BOWLES INC","J THOMAS BOWLES INC","7965 DORSEY RUN RD JESSUP MD 20794-9332","7965 DORSEY RUN RD","JESSUP","MD","20794-9332","64: Contractors"
"J VINTON SCHAFER & SONS INC","","1309 CONTINENTAL DR # Q ABINGDON MD 21009-2336","1309 CONTINENTAL DR","ABINGDON","MD","21009-2336","57B: Specialized"
"J W & SONS INTERIOR INC","J W & SONS INTERIORS INC","10004 PULASKI HWY # J BALTIMORE MD 21220-1431","10004 PULASKI HWY","BALTIMORE","MD","21220-1431","64: Contractors"
"J W DRAPERIES INC","","19407 NEWLANE PL BRADENTON FL 34202-4612","19407 NEWLANE PL","BRADENTON","FL","34202-4612","64: Contractors"
"J W FREW ELECTRIC LLC","","","","","","","64: Contractors"
"J W WILSON & ASSOCIATES INC","","1621 N KENT ST # 602 ARLINGTON VA 22209-2132","1621 N KENT ST","ARLINGTON","VA","22209-2132","57B: Specialized"
"J WILLIAMS","","609 HUNTING RIDGE RD WILMINGTON NC 28412-7413","609 HUNTING RIDGE RD","WILMINGTON","NC","28412-7413","64: Contractors"
"J&B PLUMBING AND HEATING INC","","8818 OLD HARFORD RD BALTIMORE MD 21234-2824","8818 OLD HARFORD RD","BALTIMORE","MD","21234-2824","64: Contractors"
"J&C YEUNG CORPORATION","PARCEL PLUS","2503D N HARRISON ST ARLINGTON VA 22207-1640","2503D N HARRISON ST","ARLINGTON","VA","22207-1640","58: Personal Services"
"J&J DELI & CATERING LLC","J&J MARKET AND DELI","1607 S GLEBE RD ARLINGTON VA 22204-4346","1607 S GLEBE RD","ARLINGTON","VA","22204-4346","611: Restaurant"
"J.R. CASKEY INC","","PO BOX 305 OILVILLE VA 23129-0305","PO BOX 305","OILVILLE","VA","23129-0305","64: Contractors"
"JABS CONSTRUCTION INC","","17869 FRALEY BLVD DUMFRIES VA 22026-2487","17869 FRALEY BLVD","DUMFRIES","VA","22026-2487","64: Contractors"
"JACK ABRAHAM GREENBLATT TR","","2522 FAIRFAX DR # 1D ARLINGTON VA 22201","2522 FAIRFAX DR","ARLINGTON","VA","22201-0000","71A: Renting Residential Property"
"JACK AND MONTE LLC","","1901 FORT MYER DR # 1110 ARLINGTON VA 22209-1604","1901 FORT MYER DR","ARLINGTON","VA","22209-1604","57A: Professional"
"JACK'S AUTO PARTS INC","JACK'S AUTO PARTS","4000 S FOUR MILE RUN DR ARLINGTON VA 22206-2306","4000 S FOUR MILE RUN DR","ARLINGTON","VA","22206-2306","61: Retail Merchant"
"JACK'S ROOFING CO INC","","2345 MONTGOMERY ST SILVER SPRING MD 20910-1238","2345 MONTGOMERY ST","SILVER SPRING","MD","20910-1238","64: Contractors"
"JACK'S SHEET METAL CO INC","","PO BOX 1158 LORTON VA 22199-1158","PO BOX 1158","LORTON","VA","22199-1158","64: Contractors"
"JACKSON CONSTRUCTION SERVICES INC","","11244 WAPLES MILL RD # G1 FAIRFAX VA 22030-6040","11244 WAPLES MILL RD","FAIRFAX","VA","22030-6040","64: Contractors, 81A: Builders/Developers"
"JACKSON STREET LLC","","905 N JACKSON ST ARLINGTON VA 22201-2232","905 N JACKSON ST","ARLINGTON","VA","22201-2232","71A: Renting Residential Property"
"JACOBS CHIROPRACTIC LLC","","2425 26TH RD S ARLINGTON VA 22206-2819","2425 26TH RD S","ARLINGTON","VA","22206-2819","57A: Professional"
"JACOBS CHIROPRACTIC LLC","JACOBS CHIROPRACTIC","2433 26TH RD S ARLINGTON VA 22206-2819","2433 26TH RD S","ARLINGTON","VA","22206-2819","57A: Professional"
"JACOBS CONSULTANCY INC","","1100 N GLEBE RD # 500 ARLINGTON VA 22201-5785","1100 N GLEBE RD","ARLINGTON","VA","22201-5785","57B: Specialized"
"JACOBS ENGINEERING GROUP INC","","1100 N GLEBE RD # 500 ARLINGTON VA 22201-5785","1100 N GLEBE RD","ARLINGTON","VA","22201-5785","57A: Professional"
"JACOBS FIELD SERVICES NORTH AMERICA INC","","PO BOX 7084 PASADENA CA 91109-7084","PO BOX 7084","PASADENA","CA","91109-7084","64: Contractors"
"JACOBS PROJECT MANAGEMENT CO","","1111 N GLEBE RD # 500 ARLINGTON VA 22201-5712","1111 N GLEBE RD","ARLINGTON","VA","22201-5712","57A: Professional"
"JACOBS TECHNOLOGY INC","","1401 S CLARK ST # 600 ARLINGTON VA 22202-4141","1401 S CLARK ST","ARLINGTON","VA","22202-4141","57A: Professional"
"JACOBS TELECOMMUNICATIONS INC","","","","","","","64: Contractors"
"JACOBS TELECOMMUNICATIONS INC","","5333 BELLS FERRY RD ACWORTH GA 30102-2509","5333 BELLS FERRY RD","ACWORTH","GA","30102-2509","64: Contractors"
"JACOBSON MIRIAM LILLIAN ESTATE","","","","","","","71B: Renting Commercial Real Estate"
"JACQUES AND ASSOCIATES INC","","241 18TH ST S # 504 ARLINGTON VA 22202-3415","241 18TH ST S","ARLINGTON","VA","22202-3415","57B: Specialized"
"JADE AND JASMINE HEALING ARTS LLC","","3140 WASHINGTON BLVD # 207 ARLINGTON VA 22201-4418","3140 WASHINGTON BLVD","ARLINGTON","VA","22201-4418","57A: Professional"
"JAESUNG INC","ROLLERZ & SURF CITY SQUEEZE//ANTIE ANNE'S","PENTAGON ARLINGTON VA","PENTAGON","ARLINGTON","VA","","611: Restaurant"
"JAF 3 INC","VOCELLI PIZZA","2626 N PERSHING DR ARLINGTON VA 22201-1438","2626 N PERSHING DR","ARLINGTON","VA","22201-1438","611: Restaurant"
"JAFFE ELECTRIC INC","","4426 MOLETON CT MOUNT AIRY MD 21771-4836","4426 MOLETON CT","MOUNT AIRY","MD","21771-4836","64: Contractors"
"JAFFE NEW YORK DECORATING CO","JAFFE N Y DECORATING CO","14300 CHERRY LANE CT # 109 LAUREL MD 20707-4978","14300 CHERRY LANE CT","LAUREL","MD","20707-4978","64: Contractors"
"JAGKUMAR LLC","","4141 N HENDERSON RD # 5 ARLINGTON VA 22203-2452","4141 N HENDERSON RD","ARLINGTON","VA","22203-2452","57B: Specialized"
"JAGS ASSOC CO DANIEL LANE -MOSS LANE ASSOC","","582 BELLERIVE RD # 4A ANNAPOLIS MD 21409-4611","582 BELLERIVE RD","ANNAPOLIS","MD","21409-4611","71A: Renting Residential Property"
"JAI II CORPORATION","SUBWAY SANDWICHES & SALADS","801 N QUINCY ST ARLINGTON VA 22203-1999","801 N QUINCY ST","ARLINGTON","VA","22203-1999","611: Restaurant"
"JAI III CORPORATION","SUBWAY SANDWICHES","4227 FAIRFAX DR ARLINGTON VA 22203-1606","4227 FAIRFAX DR","ARLINGTON","VA","22203-1606","611: Restaurant"
"JAIME BAUTISTA","","2001 N POTOMAC ST ARLINGTON VA 22205-2003","2001 N POTOMAC ST","ARLINGTON","VA","22205-2003","71A: Renting Residential Property"
"JAIME CHICA DC PLC","COLUMBIA PIKE CHIROPRACTIC","5555 COLUMBIA PIKE # 201 ARLINGTON VA 22204-3117","5555 COLUMBIA PIKE","ARLINGTON","VA","22204-3117","57A: Professional"
"JAIME-WALTER  MIRANDA","WEBBER CONTRACTOR","3105 FOX MILL RD OAKTON VA 22124-1241","3105 FOX MILL RD","OAKTON","VA","22124-1241","64: Contractors"
"JAL MANAGEMENT, LLC","","6438 LIGNUM ST SPRINGFIELD VA 22150-1159","6438 LIGNUM ST","SPRINGFIELD","VA","22150-1159","71B: Renting Commercial Real Estate"
"JAM ART GROUP INC","KH ART FRAMING","4745 LEE HWY ARLINGTON VA 22207-2529","4745 LEE HWY","ARLINGTON","VA","22207-2529","58: Personal Services, 61: Retail Merchant"
"JAMA ENTERPRISES INC","STRATEGIC CONSULTING PARTNERS","2011 CRYSTAL DR # 432 ARLINGTON VA 22202-3709","2011 CRYSTAL DR","ARLINGTON","VA","22202-3709","57B: Specialized"
"JAMES  CHANG","UNITED NEWSTAND","1700 N MOORE ST ARLINGTON VA 22209-2793","1700 N MOORE ST","ARLINGTON","VA","22209-2793","61: Retail Merchant"
"JAMES AGRESTA CARPENTRY INC","JA CARPENTRY INC","150 ENGLISH ST HACKENSACK NJ 07601-3937","150 ENGLISH ST","HACKENSACK","NJ","07601-3937","64: Contractors"
"JAMES B MCLEAN","","13215 LONG BRANCH RD WOODFORD VA 22580-3325","13215 LONG BRANCH RD","WOODFORD","VA","22580-3325","71A: Renting Residential Property"
"JAMES BELL ASSOCIATES INC","","3033 WILSON BLVD # 650 ARLINGTON VA 22201-3843","3033 WILSON BLVD","ARLINGTON","VA","22201-3843","57B: Specialized"
"JAMES BRAMSON & SHAPIRO M YAWITT","GEORGE MASON APARTMENTS","4315 4TH ST N ARLINGTON VA 22203-3018","4315 4TH ST N","ARLINGTON","VA","22203-3018","71A: Renting Residential Property"
"JAMES C COLE INC","","6733 BULL RUN POST OFFICE RD CENTREVILLE VA 20120-1008","6733 BULL RUN POST OFFICE RD","CENTREVILLE","VA","20120-1008","64: Contractors"
"JAMES C PUGH","JIM'S DRYWALL","80 RATTLESNAKE HOLLOW LN HUNTLY VA 22640-3163","80 RATTLESNAKE HOLLOW LN","HUNTLY","VA","22640-3163","64: Contractors"
"JAMES CAMPBELL COMPANY LLC","","4100 FAIRFAX DR # 720 ARLINGTON VA 22203-1657","4100 FAIRFAX DR","ARLINGTON","VA","22203-1657","71B: Renting Commercial Real Estate"
"JAMES D BOND","BOND & ASSOCIATES","2111 WILSON BLVD # 700 ARLINGTON VA 22201-3052","2111 WILSON BLVD","ARLINGTON","VA","22201-3052","57B: Specialized"
"JAMES ELECTRICAL CONTROL INC","","10780 HANNA ST # G BELTSVILLE MD 20705-2137","10780 HANNA ST","BELTSVILLE","MD","20705-2137","64: Contractors"
"JAMES FAMILY TRUST","","1720 S GARFIELD ST ARLINGTON VA 22204-5241","1720 S GARFIELD ST","ARLINGTON","VA","22204-5241","71A: Renting Residential Property"
"JAMES FEWELL WATSON II","","","","","","","64: Contractors"
"JAMES FIFE","","5531 LEE HWY # 201 ARLINGTON VA 22207-1613","5531 LEE HWY","ARLINGTON","VA","22207-1613","57A: Professional"
"JAMES FOX","","5847 PARAKEET DR BURKE VA 22015-3349","5847 PARAKEET DR","BURKE","VA","22015-3349","64: Contractors"
"JAMES FRIEND OKONIEWSKI","","210 E BROAD ST # 100 FALLS CHURCH VA 22046-4505","210 E BROAD ST","FALLS CHURCH","VA","22046-4505","71A: Renting Residential Property"
"JAMES G DAVIS CONSTRUCTION CORP","","12530 PARKLAWN DR ROCKVILLE MD 20852-1761","12530 PARKLAWN DR","ROCKVILLE","MD","20852-1761","64: Contractors"
"JAMES GASKILL JR TR","","1941 S KENMORE ST ARLINGTON VA 22204-5318","1941 S KENMORE ST","ARLINGTON","VA","22204-5318","71A: Renting Residential Property"
"JAMES H DAVIDSON","JAMES H DAVIDSON LAW OFFICE","5317 LEE HWY # A ARLINGTON VA 22207-1607","5317 LEE HWY","ARLINGTON","VA","22207-1607","57A: Professional"
"JAMES HARDEN DAVIDSON & CHERYL L WILLIAMS","","5719 9TH RD N ARLINGTON VA 22205-1307","5719 9TH RD N","ARLINGTON","VA","22205-1307","71B: Renting Commercial Real Estate"
"JAMES HUNT CONSTRUCTION CO INC","","1865 SUMMIT RD CINCINNATI OH 45237-2803","1865 SUMMIT RD","CINCINNATI","OH","45237-2803","64: Contractors"
"JAMES J MADDEN INC","","6872 DISTRIBUTION DR BELTSVILLE MD 20705-1403","6872 DISTRIBUTION DR","BELTSVILLE","MD","20705-1403","64: Contractors"
"JAMES L BUNDY","TEMPTROL HTG & A/C","12150 LESTER RD MANASSAS VA 20112-3147","12150 LESTER RD","MANASSAS","VA","20112-3147","64: Contractors"
"JAMES L MUSCATELLO INC","MUSCATELLO ELECTRIC","7901 BEECHCRAFT AVE GAITHERSBURG MD 20879-1582","7901 BEECHCRAFT AVE","GAITHERSBURG","MD","20879-1582","64: Contractors"
"JAMES LOMEDICO INC","ANDERSON SUNOCO","5501 LEE HWY ARLINGTON VA 22207-1613","5501 LEE HWY","ARLINGTON","VA","22207-1613","60: Repair Services, 61: Retail Merchant, 612: Filling Station"
"JAMES M ANDERSON & AMY G ANDERSON","","","","","","","71A: Renting Residential Property"
"JAMES M BARB CONSTRUCTION INC","","10701 RANCHITOS RD NE ALBUQUERQUE NM 87122-2516","10701 RANCHITOS RD NE","ALBUQUERQUE","NM","87122-2516","64: Contractors"
"JAMES MCINERNEY","","900 VILLAGE RD NORTH PALM BEACH FL 33408-3336","900 VILLAGE RD","NORTH PALM BEACH","FL","33408-3336","71A: Renting Residential Property"
"JAMES MILLAR","","640 N HARRISON ST ARLINGTON VA 22205-1136","640 N HARRISON ST","ARLINGTON","VA","22205-1136","71A: Renting Residential Property"
"JAMES NETTLES","","3163 PATRICK HENRY DR FALLS CHURCH VA 22044-1826","3163 PATRICK HENRY DR","FALLS CHURCH","VA","22044-1826","64: Contractors"
"JAMES O'BRIEN A I A PC","O'BRIEN & KEANE","3171 WILSON BLVD ARLINGTON VA 22201-4420","3171 WILSON BLVD","ARLINGTON","VA","22201-4420","57A: Professional"
"JAMES P STRICKLER","AMERICAN ENERGY RESTAURANT EQI","7538 FULLERTON CT SPRINGFIELD VA 22153-2829","7538 FULLERTON CT","SPRINGFIELD","VA","22153-2829","64: Contractors"
"JAMES PEOPLES","","6648 HAWTHORNE ST MCLEAN VA 22101-4423","6648 HAWTHORNE ST","MCLEAN","VA","22101-4423","71A: Renting Residential Property"
"JAMES R BALLARD PLUMBING & HEATING INC","","12071 TECH RD SILVER SPRING MD 20904-7864","12071 TECH RD","SILVER SPRING","MD","20904-7864","64: Contractors"
"JAMES R VANNOY & SONS CONSTRUCTION COMPANY INC","","","","","","","81A: Builders/Developers"
"JAMES R WALLS CONTRACTING CO","","","","","","","64: Contractors"
"JAMES RHODES","","4041 22ND ST N ARLINGTON VA 22207-3957","4041 22ND ST N","ARLINGTON","VA","22207-3957","71A: Renting Residential Property"
"JAMES RIVER IRON INC","","3301 CASTLEWOOD RD # A RICHMOND VA 23234-2118","3301 CASTLEWOOD RD","RICHMOND","VA","23234-2118","64: Contractors"
"JAMES T MOORE","MOORE'S BARBER SHOP","4807 LEE HWY ARLINGTON VA 22207-2509","4807 LEE HWY","ARLINGTON","VA","22207-2509","58: Personal Services"
"JAMES V MYERS","JOY BOY UNIQUE GIFTS","PENTAGON WASHINGTON DC 20001","PENTAGON","WASHINGTON","DC","20001-0000","382: Peddlers @ Shopping Centers"
"JAMES VALET LLC","","1111 ARMY NAVY DR ARLINGTON VA 22202-2053","1111 ARMY NAVY DR","ARLINGTON","VA","22202-2053","59: Business Services"
